grid_id,task_name,save_to,map_type,date,zoom_from,zoom_to,left_longitude,right_longitude,top_latitude,bottom_latitude
ELS_res_ELS0064,ELS_res_ELS0064_2025,D:\ZAsolar\geid_raw\vintage_probe\east_london\ELS_res_ELS0064\2025,,2025-06-15,18,19,27.9778930166,27.9800126473,-32.9520738165,-32.9538944078
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2014,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2014,,2014-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2015,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2015,,2015-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2016,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2016,,2016-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2017,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2017,,2017-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2018,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2018,,2018-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2019,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2019,,2019-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2020,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2020,,2020-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2021,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2021,,2021-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2022,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2022,,2022-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2023,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2023,,2023-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2024,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2024,,2024-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_cbd_GQB0203,GQB_cbd_GQB0203_2025,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_cbd_GQB0203\2025,,2025-06-15,18,19,25.5891752136,25.5913647142,-33.7957387340,-33.7975173448
GQB_ind_GQB0153,GQB_ind_GQB0153_2014,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2014,,2014-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2015,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2015,,2015-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2016,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2016,,2016-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2017,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2017,,2017-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2018,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2018,,2018-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2019,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2019,,2019-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2020,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2020,,2020-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2021,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2021,,2021-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2022,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2022,,2022-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2023,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2023,,2023-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2024,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2024,,2024-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_ind_GQB0153,GQB_ind_GQB0153_2025,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_ind_GQB0153\2025,,2025-06-15,18,19,25.4165536159,25.4187462728,-33.7846287775,-33.7864042353
GQB_res_GQB0219,GQB_res_GQB0219_2014,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2014,,2014-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2015,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2015,,2015-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2016,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2016,,2016-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2017,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2017,,2017-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2018,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2018,,2018-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2019,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2019,,2019-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2020,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2020,,2020-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2021,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2021,,2021-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2022,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2022,,2022-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2023,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2023,,2023-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2024,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2024,,2024-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
GQB_res_GQB0219,GQB_res_GQB0219_2025,D:\ZAsolar\geid_raw\vintage_probe\gqeberha\GQB_res_GQB0219\2025,,2025-06-15,18,19,25.3838224686,25.3860162417,-33.8022406076,-33.8040154456
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2014,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2014,,2014-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2015,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2015,,2015-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2016,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2016,,2016-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2017,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2017,,2017-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2018,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2018,,2018-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2019,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2019,,2019-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2020,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2020,,2020-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2021,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2021,,2021-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2022,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2022,,2022-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2023,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2023,,2023-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2024,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2024,,2024-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_cbd_PMB0102,PMB_cbd_PMB0102_2025,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_cbd_PMB0102\2025,,2025-06-15,18,19,30.3504918069,30.3526021854,-29.6000840018,-29.6018458982
PMB_ind_PMB0090,PMB_ind_PMB0090_2014,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2014,,2014-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2015,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2015,,2015-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2016,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2016,,2016-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2017,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2017,,2017-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2018,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2018,,2018-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2019,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2019,,2019-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2020,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2020,,2020-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2021,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2021,,2021-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2022,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2022,,2022-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2023,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2023,,2023-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2024,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2024,,2024-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_ind_PMB0090,PMB_ind_PMB0090_2025,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_ind_PMB0090\2025,,2025-06-15,18,19,30.3816740770,30.3837837658,-29.5916824082,-29.5934448474
PMB_res_PMB0042,PMB_res_PMB0042_2014,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2014,,2014-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2015,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2015,,2015-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2016,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2016,,2016-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2017,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2017,,2017-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2018,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2018,,2018-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2019,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2019,,2019-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2020,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2020,,2020-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2021,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2021,,2021-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2022,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2022,,2022-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2023,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2023,,2023-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2024,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2024,,2024-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PMB_res_PMB0042,PMB_res_PMB0042_2025,D:\ZAsolar\geid_raw\vintage_probe\pietermaritzburg\PMB_res_PMB0042\2025,,2025-06-15,18,19,30.4341664245,30.4362744882,-29.5566250882,-29.5583884706
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2014,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2014,,2014-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2015,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2015,,2015-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2016,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2016,,2016-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2017,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2017,,2017-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2018,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2018,,2018-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2019,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2019,,2019-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2020,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2020,,2020-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2021,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2021,,2021-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2022,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2022,,2022-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2023,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2023,,2023-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2024,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2024,,2024-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_cbd_PTA0292,PTA_cbd_PTA0292_2025,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_cbd_PTA0292\2025,,2025-06-15,18,19,28.1105106381,28.1124872736,-25.7222894074,-25.7241103126
PTA_ind_PTA0481,PTA_ind_PTA0481_2014,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2014,,2014-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2015,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2015,,2015-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2016,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2016,,2016-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2017,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2017,,2017-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2018,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2018,,2018-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2019,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2019,,2019-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2020,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2020,,2020-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2021,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2021,,2021-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2022,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2022,,2022-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2023,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2023,,2023-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2024,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2024,,2024-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_ind_PTA0481,PTA_ind_PTA0481_2025,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_ind_PTA0481\2025,,2025-06-15,18,19,28.1308722679,28.1328492986,-25.7672778911,-25.7690990762
PTA_res_PTA0322,PTA_res_PTA0322_2014,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2014,,2014-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2015,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2015,,2015-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2016,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2016,,2016-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2017,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2017,,2017-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2018,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2018,,2018-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2019,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2019,,2019-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2020,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2020,,2020-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2021,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2021,,2021-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2022,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2022,,2022-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2023,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2023,,2023-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2024,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2024,,2024-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
PTA_res_PTA0322,PTA_res_PTA0322_2025,D:\ZAsolar\geid_raw\vintage_probe\pretoria\PTA_res_PTA0322\2025,,2025-06-15,18,19,28.4095066242,28.4114784743,-25.7197000330,-25.7215248183
